SAFRA,LOCAL,DATA,CONDICAO,TRATAMENTO,DISTANCIA,REPETICAO,APIS,NÇO_APIS,TOTAL ABELHAS
21-22,CAPAO ,NA,SOL,CONTROL,200,F,0,0,0
22-23,ANHUMAS,02/12/2022,NUBLADO,SIK+BEE,12.5,A,1,1,2
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,12.5,B,2,0,2
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,12.5,C,1,0,1
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,12.5,D,1,0,1
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,12.5,E,2,0,2
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,12.5,F,1,0,1
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,25,A,0,1,1
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,25,B,1,0,1
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,25,C,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,25,D,2,0,2
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,25,E,2,0,2
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,25,F,3,1,4
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,50,A,2,0,2
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,50,B,0,1,1
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,50,C,1,0,1
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,50,D,2,0,2
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,50,E,1,0,1
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,50,F,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,100,A,1,0,1
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,100,B,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,100,C,0,1,1
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,100,D,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,100,E,0,1,1
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,100,F,1,1,2
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,200,A,0,1,1
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,200,B,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,200,C,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,200,D,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,200,E,1,0,1
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,200,F,1,0,1
22-23,ANHUMAS,NA,NUBLADO,SIK   ,12.5 ,A,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK   ,12.5 ,B,1,0,1
22-23,ANHUMAS,NA,NUBLADO,SIK   ,12.5 ,C,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK   ,12.5 ,D,1,0,1
22-23,ANHUMAS,NA,NUBLADO,SIK   ,12.5 ,E,1,0,1
22-23,ANHUMAS,NA,NUBLADO,SIK   ,12.5 ,F,1,0,1
22-23,ANHUMAS,NA,NUBLADO,SIK   ,25,A,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK   ,25,B,1,0,1
22-23,ANHUMAS,NA,NUBLADO,SIK   ,25,C,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK   ,25,D,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK   ,25,E,1,0,1
22-23,ANHUMAS,NA,NUBLADO,SIK   ,25,F,1,0,1
22-23,ANHUMAS,NA,NUBLADO,SIK   ,50,A,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK   ,50,B,0,1,1
22-23,ANHUMAS,NA,NUBLADO,SIK   ,50,C,0,1,1
22-23,ANHUMAS,NA,NUBLADO,SIK   ,50,D,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK   ,50,E,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK   ,50,F,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK   ,100,A,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK   ,100,B,0,1,1
22-23,ANHUMAS,NA,NUBLADO,SIK   ,100,C,0,1,1
22-23,ANHUMAS,NA,NUBLADO,SIK   ,100,D,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK   ,100,E,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK   ,100,F,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK   ,200,A,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK   ,200,B,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK   ,200,C,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK   ,200,D,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK   ,200,E,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK   ,200,F,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,12.5,A,1,0,1
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,12.5,B,1,0,1
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,12.5,C,1,0,1
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,12.5,D,1,0,1
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,12.5,E,1,0,1
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,12.5,F,1,0,1
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,25,A,1,0,1
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,25,B,1,0,1
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,25,C,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,25,D,1,0,1
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,25,E,1,0,1
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,25,F,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,50,A,1,0,1
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,50,B,1,1,2
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,50,C,1,0,1
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,50,D,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,50,E,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,50,F,2,0,2
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,100,A,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,100,B,1,1,2
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,100,C,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,100,D,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,100,E,1,0,1
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,100,F,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,200,A,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,200,B,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,200,C,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,200,D,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,200,E,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,200,F,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL   ,12.5 ,A,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL   ,12.5 ,B,1,0,1
22-23,ANHUMAS,NA,NUBLADO,CONTROL   ,12.5 ,C,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL   ,12.5 ,D,1,0,1
22-23,ANHUMAS,NA,NUBLADO,CONTROL   ,12.5 ,E,1,0,1
22-23,ANHUMAS,NA,NUBLADO,CONTROL   ,12.5 ,F,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL   ,25,A,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL   ,25,B,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL   ,25,C,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL   ,25,D,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL   ,25,E,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL   ,25,F,1,0,1
22-23,ANHUMAS,NA,NUBLADO,CONTROL   ,50,A,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL   ,50,B,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL   ,50,C,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL   ,50,D,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL   ,50,E,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL   ,50,F,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL   ,100,A,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL   ,100,B,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL   ,100,C,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL   ,100,D,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL   ,100,E,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL   ,100,F,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL   ,200,A,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL   ,200,B,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL   ,200,C,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL   ,200,D,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL   ,200,E,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL   ,200,F,0,0,0
22-23,ANHUMAS,03/12/2022,NUBLADO,SIK+BEE,12.5,A,2,0,2
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,12.5,B,2,0,2
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,12.5,C,2,0,2
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,12.5,D,2,0,2
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,12.5,E,2,0,2
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,12.5,F,1,0,1
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,25,A,2,0,2
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,25,B,1,0,1
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,25,C,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,25,D,1,0,1
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,25,E,2,0,2
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,25,F,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,50,A,1,0,1
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,50,B,1,0,1
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,50,C,1,0,1
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,50,D,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,50,E,1,0,1
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,50,F,1,1,2
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,100,A,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,100,B,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,100,C,1,1,2
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,100,D,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,100,E,1,0,1
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,100,F,1,1,2
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,200,A,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,200,B,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,200,C,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,200,D,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,200,E,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,200,F,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK,12.5,A,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK,12.5,B,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK,12.5,C,1,0,1
22-23,ANHUMAS,NA,NUBLADO,SIK,12.5,D,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK,12.5,E,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK,12.5,F,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK,25,A,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK,25,B,1,0,1
22-23,ANHUMAS,NA,NUBLADO,SIK,25,C,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK,25,D,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK,25,E,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK,25,F,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK,50,A,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK,50,B,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK,50,C,0,1,1
22-23,ANHUMAS,NA,NUBLADO,SIK,50,D,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK,50,E,1,0,1
22-23,ANHUMAS,NA,NUBLADO,SIK,50,F,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK,100,A,1,0,1
22-23,ANHUMAS,NA,NUBLADO,SIK,100,B,1,0,1
22-23,ANHUMAS,NA,NUBLADO,SIK,100,C,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK,100,D,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK,100,E,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK,100,F,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK,200,A,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK,200,B,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK,200,C,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK,200,D,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK,200,E,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK,200,F,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,12.5,A,1,0,1
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,12.5,B,1,0,1
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,12.5,C,1,0,1
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,12.5,D,2,0,2
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,12.5,E,1,0,1
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,12.5,F,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,25,A,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,25,B,1,0,1
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,25,C,1,0,1
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,25,D,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,25,E,2,0,2
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,25,F,2,0,2
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,50,A,1,0,1
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,50,B,1,0,1
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,50,C,0,1,1
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,50,D,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,50,E,1,0,1
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,50,F,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,100,A,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,100,B,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,100,C,1,0,1
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,100,D,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,100,E,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,100,F,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,200,A,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,200,B,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,200,C,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,200,D,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,200,E,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,200,F,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL   ,12.5 ,A,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL   ,12.5 ,B,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL   ,12.5 ,C,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL   ,12.5 ,D,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL   ,12.5 ,E,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL   ,12.5 ,F,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL   ,25,A,1,0,1
22-23,ANHUMAS,NA,NUBLADO,CONTROL   ,25,B,1,0,1
22-23,ANHUMAS,NA,NUBLADO,CONTROL   ,25,C,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL   ,25,D,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL   ,25,E,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL   ,25,F,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL   ,50,A,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL   ,50,B,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL   ,50,C,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL   ,50,D,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL   ,50,E,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL   ,50,F,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL   ,100,A,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL   ,100,B,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL   ,100,C,1,0,1
22-23,ANHUMAS,NA,NUBLADO,CONTROL   ,100,D,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL   ,100,E,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL   ,100,F,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL   ,200,A,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL   ,200,B,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL   ,200,C,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL   ,200,D,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL   ,200,E,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL   ,200,F,0,0,0
22-23,ANHUMAS,04/12/2022,NUBLADO,SIK+BEE,12.5,A,1,0,1
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,12.5,B,3,0,3
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,12.5,C,2,0,2
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,12.5,D,1,0,1
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,12.5,E,2,0,2
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,12.5,F,3,0,3
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,25,A,1,0,1
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,25,B,1,0,1
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,25,C,2,0,2
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,25,D,1,1,2
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,25,E,1,1,2
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,25,F,2,1,3
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,50,A,2,1,3
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,50,B,1,0,1
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,50,C,1,0,1
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,50,D,2,1,3
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,50,E,1,0,1
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,50,F,2,1,3
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,100,A,0,1,1
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,100,B,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,100,C,1,0,1
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,100,D,1,0,1
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,100,E,0,1,1
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,100,F,1,1,2
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,200,A,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,200,B,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,200,C,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,200,D,1,0,1
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,200,E,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK+BEE,200,F,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK   ,12.5 ,A,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK   ,12.5 ,B,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK   ,12.5 ,C,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK   ,12.5 ,D,1,0,1
22-23,ANHUMAS,NA,NUBLADO,SIK   ,12.5 ,E,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK   ,12.5 ,F,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK   ,25,A,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK   ,25,B,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK   ,25,C,0,1,1
22-23,ANHUMAS,NA,NUBLADO,SIK   ,25,D,0,1,1
22-23,ANHUMAS,NA,NUBLADO,SIK   ,25,E,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK   ,25,F,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK   ,50,A,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK   ,50,B,1,0,1
22-23,ANHUMAS,NA,NUBLADO,SIK   ,50,C,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK   ,50,D,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK   ,50,E,1,0,1
22-23,ANHUMAS,NA,NUBLADO,SIK   ,50,F,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK   ,100,A,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK   ,100,B,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK   ,100,C,0,1,1
22-23,ANHUMAS,NA,NUBLADO,SIK   ,100,D,0,1,1
22-23,ANHUMAS,NA,NUBLADO,SIK   ,100,E,0,1,1
22-23,ANHUMAS,NA,NUBLADO,SIK   ,100,F,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK   ,200,A,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK   ,200,B,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK   ,200,C,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK   ,200,D,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK   ,200,E,0,0,0
22-23,ANHUMAS,NA,NUBLADO,SIK   ,200,F,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,12.5,A,1,0,1
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,12.5,B,2,0,2
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,12.5,C,1,0,1
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,12.5,D,1,0,1
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,12.5,E,1,0,1
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,12.5,F,1,0,1
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,25,A,1,0,1
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,25,B,1,0,1
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,25,C,1,0,1
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,25,D,1,0,1
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,25,E,1,0,1
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,25,F,1,0,1
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,50,A,0,1,1
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,50,B,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,50,C,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,50,D,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,50,E,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,50,F,2,0,2
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,100,A,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,100,B,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,100,C,1,0,1
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,100,D,1,0,1
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,100,E,1,0,1
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,100,F,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,200,A,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,200,B,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,200,C,1,0,1
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,200,D,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,200,E,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL+BEE,200,F,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL   ,12.5,A,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL   ,12.5,B,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL   ,12.5,C,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL   ,12.5,D,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL   ,12.5,E,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL   ,12.5,F,1,0,1
22-23,ANHUMAS,NA,NUBLADO,CONTROL   ,25,A,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL   ,25,B,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL   ,25,C,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL   ,25,D,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL   ,25,E,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL   ,25,F,0,0,0
22-23,ANHUMAS,NA,NUBLADO,CONTROL   ,50,A,1,0,1
